Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Ascot Vale,10 Fenton St,2,h,1053000,S,Nelson,6/8/16,5.9,3032,2,1,1,269,109,1900,Moonee Valley City Council,-37.7748,144.929,Western Metropolitan,6567
Sunbury,1 Heysen Dr,3,h,410000,SP,Brad,3/6/17,31.7,3429,3,2,2,600,140,1980,Hume City Council,-37.57686,144.71023,Western Metropolitan,14092
Strathmore Heights,19A Tasman Av,3,t,800000,VB,Nelson,9/12/17,8.2,3041,3,2,2,306,206,2010,Moonee Valley City Council,-37.71344,144.89478,Western Metropolitan,389
Mentone,14 Glengala Ct,4,h,900000,PI,Hodges,3/9/17,20,3194,4,2,2,530,216,1980,Kingston City Council,-37.98368,145.09237,South-Eastern Metropolitan,6162
Oakleigh East,2/83 Patrick St,4,t,912000,S,Buxton,27/05/2017,12.3,3166,4,2,2,344,146,1997,Monash City Council,-37.90822,145.12036,Southern Metropolitan,2547
Pascoe Vale,5/10 Dorset Rd,3,u,600000,S,Nelson,4/3/17,9.9,3044,3,1,1,204,124,2008,Moreland City Council,-37.7234,144.9497,Northern Metropolitan,7485
Keilor East,92 Brees Rd,3,h,800000,VB,Nelson,24/02/2018,11.7,3033,3,2,1,341,134,2015,Brimbank City Council,-37.74442,144.87636,Western Metropolitan,5629
Nunawading,9 Nott St,3,t,900000,SA,Philip,24/02/2018,15.4,3131,3,1,1,226,136,2012,Manningham City Council,-37.82865,145.18624,Eastern Metropolitan,4973
Sunbury,1/6 Anthony St,2,u,360000,SP,Brad,29/07/2017,31.7,3429,2,1,1,143,112,1999,Hume City Council,-37.57063,144.70693,Western Metropolitan,14092
Brunswick,2/90 Tinning St,2,u,460000,VB,Nelson,27/05/2017,5.2,3056,2,1,1,69,52,1970,Moreland City Council,-37.75867,144.95679,Northern Metropolitan,11918
Brunswick East,89a Hickford St,3,h,1574000,S,Woodards,16/04/2016,4.5,3057,3,3,2,336,207,2007,Moreland City Council,-37.7664,144.9797,Northern Metropolitan,5533
Sunbury,21 Kingsley Dr,3,h,545000,SP,One,17/03/2018,31.7,3429,3,1,3,651,103,1980,Hume City Council,-37.58776,144.7117,Western Metropolitan,14092
Yarraville,38 Simpson St,3,h,1275000,SP,Village,25/02/2017,7,3013,3,1,2,229,128,1910,Maribyrnong City Council,-37.8172,144.8919,Western Metropolitan,6543
Yarraville,4 Regent St,4,h,1520000,VB,Jas,27/11/2016,7,3013,4,2,0,261,160,1910,Maribyrnong City Council,-37.8123,144.8888,Western Metropolitan,6543
Caroline Springs,9 The Entrance,3,h,450000,S,Prof.,3/2/18,14.8,3023,3,2,2,154,135,2007,Melton City Council,-37.72396,144.74698,Western Metropolitan,7719
Sydenham,22 Contursi Dr,3,h,471000,S,YPA,17/06/2017,18,3037,3,2,1,338,114,2000,Brimbank City Council,-37.705,144.75759,Western Metropolitan,3640
Hoppers Crossing,8 Elmes Ct,4,h,693000,S,hockingstuart,18/11/2017,18.4,3029,4,2,2,933,217,1987,Wyndham City Council,-37.8707,144.6813,Western Metropolitan,13830
Rosanna,109 Ellesmere Pde,3,h,1020000,SP,Miles,17/09/2016,11.4,3084,3,1,2,927,141,1960,Banyule City Council,-37.7342,145.0658,Eastern Metropolitan,3540
Brighton East,139 Thomas St,4,h,1650000,SA,hockingstuart,13/08/2016,10.7,3187,5,3,2,598,212,1948,Bayside City Council,-37.9075,145.0248,Southern Metropolitan,6938
Ferntree Gully,24a Helen Rd,2,u,617000,S,Schroeder,27/05/2017,24.8,3156,2,2,1,306,120,2011,Knox City Council,-37.87275,145.26325,Eastern Metropolitan,10788
Balwyn North,12 Maud St,4,h,1755000,S,Jellis,29/07/2017,9.7,3104,4,2,2,605,155,1938,Boroondara City Council,-37.79466,145.06564,Southern Metropolitan,7809
Maidstone,7 Churchill Av,3,h,681000,SP,Biggin,22/07/2017,6.4,3012,3,1,2,523,93.82,1950,Maribyrnong City Council,-37.78242,144.86955,Western Metropolitan,3873
Balwyn North,14 Dumblane St,5,h,1750000,PI,RW,15/10/2016,9.2,3104,5,2,2,710,170,1955,Boroondara City Council,-37.7907,145.0916,Southern Metropolitan,7809
Kensington,51 Gatehouse Dr,3,h,1000000,SP,Nelson,19/11/2016,4.2,3031,3,2,2,211,132,1997,Melbourne City Council,-37.7926,144.9197,Northern Metropolitan,5263
Eltham,6 Orbel Ct,3,h,805000,S,Barry,1/7/17,18,3095,3,2,0,848,127,1979,Banyule City Council,-37.70913,145.1647,Eastern Metropolitan,6990
Bentleigh,14 Delhi St,4,h,1410000,PI,Woodards,23/09/2017,11.4,3204,4,3,4,623,214,1950,Glen Eira City Council,-37.92588,145.04808,Southern Metropolitan,6795
Craigieburn,25 Claremont St,3,h,595000,S,Barry,4/11/17,20.6,3064,3,2,2,546,153,2009,Hume City Council,-37.5868,144.9006,Northern Metropolitan,15510
Hawthorn East,2/859 Toorak Rd,3,t,1465000,S,Jellis,3/6/17,6.2,3123,3,2,2,265,177,2010,Boroondara City Council,-37.84506,145.05246,Southern Metropolitan,6482
Camberwell,3/107 Wattle Valley Rd,3,h,1650000,S,Marshall,3/12/16,7.8,3124,3,2,2,305,189,1998,Boroondara City Council,-37.8365,145.0802,Southern Metropolitan,8920
Epping,22 Rockfield St,4,h,649000,S,hockingstuart,17/03/2018,19.6,3076,4,2,2,376,180,2010,Whittlesea City Council,-37.62918,145.00855,Northern Metropolitan,10926
Richmond,29 Bennett St,3,h,1088000,S,Jellis,16/04/2016,2.6,3121,3,3,2,168,120,1915,Yarra City Council,-37.8126,145.0064,Northern Metropolitan,14949
Templestowe Lower,65 Glenair St,3,h,1101000,S,Barry,4/6/16,13.8,3107,3,2,2,643,135,1965,Manningham City Council,-37.7602,145.1166,Eastern Metropolitan,5420
Essendon,2 McHale Ct,2,h,1065000,VB,Nelson,17/09/2016,8,3040,2,1,2,477,143,1960,Moonee Valley City Council,-37.7503,144.911,Western Metropolitan,9264
Doncaster,49 Burgundy Dr,5,h,2168000,S,Barry,10/9/16,13.9,3108,5,5,2,669,395,2016,Manningham City Council,-37.7808,145.1185,Eastern Metropolitan,9028
Carnegie,1/12 Kokaribb Rd,2,u,656000,S,Property,18/06/2016,11.4,3163,2,1,1,103,82,1970,Glen Eira City Council,-37.8873,145.0559,Southern Metropolitan,7822
Parkdale,1 Keith St,3,h,1400000,S,Hodges,28/10/2017,21.5,3195,3,1,2,588,101,1960,Kingston City Council,-37.99201,145.08461,South-Eastern Metropolitan,5087
Hawthorn,29 Edward St,3,h,1660000,S,Jellis,9/12/17,5.3,3122,3,2,1,120,133,1890,Boroondara City Council,-37.81886,145.04027,Southern Metropolitan,11308
Niddrie,2 Kelvin Cl,4,h,1080000,S,Nelson,17/09/2016,11.2,3042,3,3,2,539,162,1976,Moonee Valley City Council,-37.7444,144.8847,Western Metropolitan,2291
Reservoir,39 Crevelli St,3,h,612500,S,Stockdale,3/9/17,12,3073,3,1,1,170,128,1950,Darebin City Council,-37.72924,145.02981,Northern Metropolitan,21650
Strathmore,196a Mascoma St,3,h,850000,VB,Considine,15/10/2016,9.7,3041,3,3,3,250,207,2016,Moonee Valley City Council,-37.7189,144.9036,Western Metropolitan,3284
Preston,1c Mary St,2,h,770000,S,Jellis,18/06/2016,8.8,3072,2,2,1,76,129,2013,Darebin City Council,-37.7443,145.0015,Northern Metropolitan,14577
Brunswick,2/139 Union St,2,u,480000,VB,Brad,22/04/2017,5.2,3056,2,1,1,557,57,1960,Moreland City Council,-37.7732,144.951,Northern Metropolitan,11918
Hampton,46/15 Beach Rd,3,u,1210000,SP,Chisholm,1/7/17,13.8,3188,3,2,2,9838,152,2010,Bayside City Council,-37.93464,144.99601,Southern Metropolitan,5454
South Yarra,9 Moore St,3,h,1125000,PI,Thomson,24/09/2016,3.3,3141,2,1,0,146,89,1910,Melbourne City Council,-37.8454,144.9888,Southern Metropolitan,14887
Doreen,38 Orchard Rd,3,u,530000,S,Harcourts,17/03/2018,25.9,3754,3,2,2,315,120,2013,Nillumbik Shire Council,-37.61202,145.13012,Northern Victoria,7254
St Kilda,18 Crimea St,5,h,5046000,S,Abercromby's,10/12/16,6.1,3182,5,3,3,1294,378,1884,Port Phillip City Council,-37.8589,144.9883,Southern Metropolitan,13240
Kew,38 Denmark St,3,h,1350000,VB,Jellis,24/02/2018,5.4,3101,3,1,2,323,146,1910,Boroondara City Council,-37.81155,145.02845,Southern Metropolitan,10331
Oakleigh South,17 Vernal Rd,4,h,1175000,S,Buxton,11/11/17,15.5,3167,4,2,2,584,185,1975,Kingston City Council,-37.9279,145.0849,South-Eastern Metropolitan,3692
Malvern East,3/2 Kardella St,3,u,707500,S,hockingstuart,18/06/2016,11.2,3145,2,1,1,170,83,1975,Stonnington City Council,-37.8689,145.0504,Southern Metropolitan,8801
Ashwood,16 Scenic Dr,5,h,1529500,S,Buxton,17/09/2016,12.2,3147,5,3,2,585,317,2000,Monash City Council,-37.8637,145.1024,Southern Metropolitan,2894
South Yarra,2/45 Caroline St,2,u,600000,PI,Noel,8/7/17,2.7,3141,2,1,1,876,62,1972,Melbourne City Council,-37.83766,144.98799,Southern Metropolitan,14887
Hawthorn,37 Brook St,3,h,1400000,PI,Jellis,28/08/2016,4.6,3122,3,2,1,164,126,1890,Boroondara City Council,-37.8159,145.0219,Southern Metropolitan,11308
Brighton East,21 Cheeseman Av,4,h,1840000,S,Marshall,3/3/18,10.3,3187,4,2,2,612,183,1930,Bayside City Council,-37.9076,145.02043,Southern Metropolitan,6938
Watsonia,4 French Ct,3,h,660000,S,Ken,3/12/16,14.9,3087,3,1,0,583,124,1970,Banyule City Council,-37.7137,145.0778,Northern Metropolitan,2329
Eaglemont,47 Ormond Rd,5,h,1930000,S,Miles,15/10/2016,10.3,3084,5,2,1,939,236,1930,Banyule City Council,-37.7659,145.0585,Eastern Metropolitan,1651
Kew,871 Glenferrie Rd,5,h,3175000,PI,Marshall,17/06/2017,5.4,3101,5,4,2,769,285,1940,Boroondara City Council,-37.81143,145.03723,Southern Metropolitan,10331
Watsonia,5 Regis Ct,5,h,826000,S,Barry,6/5/17,14.9,3087,5,1,2,545,132,1970,Banyule City Council,-37.705,145.0825,Northern Metropolitan,2329
St Kilda,34 Acland St,2,h,1301000,S,Wilson,13/05/2017,6.1,3182,2,1,1,165,97,1910,Port Phillip City Council,-37.8658,144.9774,Southern Metropolitan,13240
Truganina,3 Gilbert Av,4,h,607000,SP,Barry,10/2/18,18.4,3029,4,2,2,350,159,2015,Melton City Council,-37.84477,144.73444,Western Metropolitan,5811
Middle Park,287 Richardson St,4,h,3120000,S,Marshall,19/11/2016,4.1,3206,4,2,1,182,100,1900,Port Phillip City Council,-37.8518,144.9663,Southern Metropolitan,2019
Port Melbourne,167 Pickles St,5,h,2725000,PI,Marshall,9/12/17,3.5,3207,5,3,0,249,210,1900,Melbourne City Council,-37.83805,144.94761,Southern Metropolitan,8648
Narre Warren,4 Manhattan Mw,3,t,495000,S,O'Brien,10/2/18,34.1,3805,3,2,1,227,113,2000,Casey City Council,-38.0079,145.32165,South-Eastern Metropolitan,9376
Preston,191 Tyler St,3,h,950000,SP,Ray,4/6/16,8.8,3072,3,1,2,563,180,1918,Darebin City Council,-37.7318,145.0192,Northern Metropolitan,14577
Ashburton,59 Winton Rd,3,h,2550000,S,Marshall,26/08/2017,10.2,3147,3,2,3,1170,202,1950,Boroondara City Council,-37.87253,145.0705,Southern Metropolitan,3052
Essendon West,25 Garnet St,5,h,1300000,S,Nelson,16/07/2016,9.8,3040,5,2,2,616,184,1950,Moonee Valley City Council,-37.7497,144.8867,Western Metropolitan,588
Edithvale,91 Edithvale Rd,6,h,1850000,S,O'Brien,27/05/2017,27,3196,6,4,4,840,547,2011,Kingston City Council,-38.03548,145.11763,South-Eastern Metropolitan,2546
Heidelberg Heights,15 Outhwaite Rd,4,h,1086000,S,Miles,12/11/16,10.5,3081,4,2,2,724,161,1960,Banyule City Council,-37.7404,145.0582,Eastern Metropolitan,2947
Brighton,15 Hanby St,5,h,3171000,S,Biggin,7/5/16,11.2,3186,4,2,2,710,340,2000,Bayside City Council,-37.9241,145.0008,Southern Metropolitan,10579
Bayswater North,17 Kalawar Av,3,h,762000,S,Ray,15/07/2017,23.2,3153,3,2,2,792,148,1980,Maroondah City Council,-37.82809,145.29287,Eastern Metropolitan,3598
Pascoe Vale,4/47 Surrey St,4,t,665000,SP,New,26/07/2016,9.9,3044,4,2,2,148,141,2001,Moreland City Council,-37.7231,144.9482,Northern Metropolitan,7485
Northcote,6 Brooke St,3,h,1655000,SP,Jellis,8/10/16,5.5,3070,3,1,3,472,101,1924,Darebin City Council,-37.7765,145.0027,Northern Metropolitan,11364
Preston,370 Gilbert Rd,4,h,930000,S,Ray,3/9/16,8.8,3072,4,2,2,604,180,1920,Darebin City Council,-37.7369,144.9905,Northern Metropolitan,14577
Bentleigh East,25 Anarth St,2,h,640000,PI,hockingstuart,30/07/2016,13.9,3165,2,2,2,298,118,2005,Glen Eira City Council,-37.908,145.0716,Southern Metropolitan,10969
Heidelberg Heights,14 Sackville St,3,h,785000,S,Barry,10/12/16,10.5,3081,3,1,0,592,130,1950,Banyule City Council,-37.7477,145.0481,Eastern Metropolitan,2947
Cheltenham,2/41 Harpley St,2,t,955000,SP,Greg,19/08/2017,17.9,3192,2,2,1,836,112,2009,Bayside City Council,-37.97342,145.07201,Southern Metropolitan,9758
Elsternwick,5/39 Horne St,4,h,1007000,S,Pride,22/05/2016,8.5,3185,4,2,2,125,200,2000,Glen Eira City Council,-37.8855,145.001,Southern Metropolitan,4898
Glenroy,10 Glenroy Rd,4,h,772000,S,Stockdale,3/3/18,11.2,3046,4,1,4,590,135,1955,Moreland City Council,-37.70716,144.93744,Northern Metropolitan,8870
Bentleigh East,71 Bignell Rd,4,h,1200000,S,hockingstuart,7/5/16,13.9,3165,4,2,2,619,191,1960,Glen Eira City Council,-37.9358,145.0688,Southern Metropolitan,10969
Hawthorn East,18 Bluff St,4,h,3950000,S,Marshall,24/02/2018,6.2,3123,4,3,3,851,333,1980,Boroondara City Council,-37.84437,145.04763,Southern Metropolitan,6482
Elsternwick,3/26 Ross St,3,h,800000,VB,Hodges,10/12/16,8.5,3185,3,2,2,331,112,2010,Glen Eira City Council,-37.8847,144.9992,Southern Metropolitan,4898
Sandringham,4/388 Bluff Rd,4,t,1050000,VB,hockingstuart,23/09/2017,15.2,3191,4,2,1,173,184,2010,Bayside City Council,-37.94723,145.02268,Southern Metropolitan,4497
Chadstone,2/2 Robert St,3,t,845000,S,Buxton,28/05/2016,13.6,3148,3,2,1,177,111,2012,Monash City Council,-37.8824,145.1042,Southern Metropolitan,3582
Glen Iris,78 Valley Pde,4,h,2725000,S,Marshall,25/02/2017,9.2,3146,4,3,2,603,246,2007,Boroondara City Council,-37.8521,145.0657,Southern Metropolitan,10412
Greenvale,20 Inverie Ct,5,h,735000,SP,RW,4/11/17,20.4,3059,5,3,2,743,283,2005,Hume City Council,-37.6444,144.9081,Northern Metropolitan,4864
Brunswick,326 Barkly St,3,h,1435000,SP,Nelson,3/6/17,5.2,3056,3,2,0,251,108,1890,Moreland City Council,-37.77588,144.95736,Northern Metropolitan,11918
Preston,38 Wilcox St,4,h,920000,PI,Nelson,27/06/2016,8.8,3072,3,1,1,396,184,1920,Darebin City Council,-37.7361,145.0093,Northern Metropolitan,14577
Clifton Hill,42 Grant St,3,h,1500000,S,Nelson,8/4/17,3.4,3068,3,1,1,230,127,1900,Yarra City Council,-37.788,144.9967,Northern Metropolitan,2954
Brunswick,3 Ballarat St,1,t,625000,PI,Jellis,18/06/2016,5.2,3056,1,1,1,82,114,1930,Moreland City Council,-37.7661,144.9614,Northern Metropolitan,11918
South Morang,6 Jenolan Wy,4,h,697000,S,Millership,6/1/18,20.5,3752,4,2,2,420,161,2009,Whittlesea City Council,-37.63552,145.08976,Northern Metropolitan,7969
Murrumbeena,1 Donal St,4,h,1400000,VB,hockingstuart,25/02/2017,12.1,3163,4,2,2,557,178,1955,Glen Eira City Council,-37.906,145.074,Southern Metropolitan,4442
Glen Iris,51 Dent St,4,h,2020000,PI,Marshall,10/9/16,9.2,3146,4,2,2,630,351,2009,Boroondara City Council,-37.8667,145.0752,Southern Metropolitan,10412
Middle Park,82 Hambleton St,3,h,1500000,VB,Cayzer,27/06/2016,4.1,3206,3,2,1,151,165,1880,Port Phillip City Council,-37.847,144.9594,Southern Metropolitan,2019
Highett,24 View St,5,h,1776000,S,Hodges,28/10/2017,16,3190,5,3,2,501,312,2015,Bayside City Council,-37.94996,145.0452,Southern Metropolitan,4794
Newport,70 Market St,4,h,710000,S,Greg,4/6/16,8.4,3015,4,1,2,329,108,1955,Hobsons Bay City Council,-37.847,144.8788,Western Metropolitan,5498
Bentleigh East,3 Molden St,5,h,1550000,S,Hodges,18/06/2016,13.9,3165,5,3,2,623,257,1950,Glen Eira City Council,-37.9066,145.0541,Southern Metropolitan,10969
Gisborne South,47 Tweddle Rd,4,h,1350000,SA,RT,25/11/2017,45.9,3437,4,2,8,40469,245,1990,Macedon Ranges Shire Council,-37.543,144.5969,Northern Victoria,290
Camberwell,91 Radnor St,4,h,2030000,S,Jellis,28/05/2016,7.8,3124,4,2,2,686,210,1960,Boroondara City Council,-37.8458,145.0611,Southern Metropolitan,8920
Caulfield South,17 Sheffield St,2,h,1101000,S,Gary,3/3/18,8.7,3162,2,1,2,347,96,1943,Glen Eira City Council,-37.89762,145.02297,Southern Metropolitan,5051
Fawkner,53 Queens Pde,3,h,783000,S,hockingstuart,10/12/16,12.4,3060,3,2,1,603,115,1940,Hume City Council,-37.7194,144.9678,Northern Metropolitan,5070
Hampton,3 Kendall St,4,h,1600000,VB,Marshall,3/12/16,13.7,3188,4,2,2,607,242,2011,Bayside City Council,-37.9324,145.0235,Southern Metropolitan,5454
Bentleigh East,18 Patricia St,3,h,1020000,S,Nick,27/11/2016,13.9,3165,3,1,2,596,144,1960,Glen Eira City Council,-37.9251,145.0771,Southern Metropolitan,10969
Bentleigh East,12 May St,2,h,1430000,S,Jellis,17/02/2018,13.8,3165,2,1,3,580,94,1950,Glen Eira City Council,-37.91766,145.05294,Southern Metropolitan,10969
Essendon West,36 Emerald St,5,h,2200000,VB,Nelson,1/7/17,7.5,3040,5,3,2,607,291,2016,Moonee Valley City Council,-37.75148,144.88519,Western Metropolitan,588
Reservoir,1/21 Dumbarton St,3,u,475000,S,Ray,3/9/16,11.2,3073,3,1,1,191,107,1990,Darebin City Council,-37.7019,145.0256,Northern Metropolitan,21650
Preston,5 Ventnor St,3,h,1123000,S,hockingstuart,22/08/2016,8.8,3072,3,1,2,504,506,1950,Darebin City Council,-37.7476,144.9842,Northern Metropolitan,14577
Melton West,42 Sovereign Bvd,4,h,630000,S,hockingstuart,14/10/2017,31.7,3337,4,2,2,888,210,2007,Melton City Council,-37.67234,144.54543,Northern Victoria,6065
Ashburton,115 Ashburn Gr,8,h,2950000,S,hockingstuart,10/9/16,11,3147,9,7,4,1472,618,2009,Boroondara City Council,-37.8729,145.0788,Southern Metropolitan,3052
Balwyn North,85a Woodville St,3,h,1335000,S,Fletchers,22/05/2016,9.2,3104,3,2,2,368,177,2009,Boroondara City Council,-37.7846,145.0935,Southern Metropolitan,7809
Bentleigh East,21 Highview Rd,2,h,722000,S,Buxton,16/04/2016,13.9,3165,2,2,1,201,79,2005,Glen Eira City Council,-37.9293,145.0657,Southern Metropolitan,10969
Blackburn South,144 Middleborough Rd,4,h,1229000,S,McGrath,23/09/2017,13.4,3130,4,2,2,727,115,1960,Whitehorse City Council,-37.84378,145.13407,Eastern Metropolitan,4387
Craigieburn,28 Bradshaw Av,3,h,455000,S,Barry,10/3/18,20.6,3064,3,2,1,266,106,2013,Hume City Council,-37.57286,144.90412,Northern Metropolitan,15510
Braybrook,2B Bradford Ct,3,t,579000,S,Sweeney,19/11/2016,10.8,3019,3,2,1,198,144,2013,Maribyrnong City Council,-37.7827,144.8625,Western Metropolitan,3589
Wallan,14 Danaher Av,3,h,366000,S,Ray,16/09/2017,44.2,3756,3,1,1,502,77,1978,Mitchell Shire Council,-37.40853,144.97749,Northern Victoria,3988
Williamstown North,5 Nicosia Ct,3,h,1070000,PI,Williams,8/4/17,8.9,3016,3,2,5,442,249,2003,Hobsons Bay City Council,-37.8538,144.8722,Western Metropolitan,802
Thornbury,45A Harold St,3,h,1280000,S,Jellis,25/02/2017,6.5,3071,3,1,1,253,130,1910,Darebin City Council,-37.7566,144.9965,Northern Metropolitan,8870
Essendon North,5/8 Keam St,2,u,445000,PI,Barry,27/05/2017,8.2,3041,2,1,1,92,63.4,1970,Moonee Valley City Council,-37.7388,144.89984,Western Metropolitan,1308
Thornbury,201 Gooch St,3,h,1271000,S,Nelson,26/08/2017,7,3071,3,1,2,470,151,1950,Darebin City Council,-37.75937,145.01534,Northern Metropolitan,8870
Thornbury,126 Smith St,3,h,1380000,SP,Jellis,28/08/2016,6.5,3071,3,2,1,359,128,1920,Darebin City Council,-37.7565,144.9906,Northern Metropolitan,8870
Glen Iris,1A York Rd,3,h,1390000,PI,Jellis,19/08/2017,7.3,3146,3,2,1,303,150,1940,Boroondara City Council,-37.85678,145.05555,Southern Metropolitan,10412
Rosanna,11/77 McCrae Rd,2,h,430000,S,hockingstuart,16/04/2016,11.4,3084,2,1,1,164,83,1980,Banyule City Council,-37.7362,145.079,Eastern Metropolitan,3540
Templestowe Lower,3 Marcus Rd,3,h,1435000,PI,H,21/10/2017,12.4,3107,3,1,2,738,114,1960,Manningham City Council,-37.77154,145.10361,Eastern Metropolitan,5420
Greenvale,65 Clare Bvd,4,h,730000,S,YPA,27/05/2017,20.4,3059,4,2,1,633,270,2004,Hume City Council,-37.63958,144.90267,Northern Metropolitan,4864
Bentleigh East,14 Richard St,4,h,1420000,S,Jellis,21/10/2017,13.8,3165,4,2,2,638,156,1960,Glen Eira City Council,-37.92176,145.07477,Southern Metropolitan,10969
Ferntree Gully,42 Bryden Dr,4,h,850000,S,Noel,15/07/2017,24.8,3156,4,2,1,738,148,1985,Knox City Council,-37.89863,145.26708,Eastern Metropolitan,10788
Altona,12 Belmar Av,3,h,940000,S,Greg,7/10/17,11,3018,3,1,2,534,106,1940,Hobsons Bay City Council,-37.85993,144.8176,Western Metropolitan,5301
Werribee,1 Scott St,4,h,621000,S,hockingstuart,9/9/17,14.7,3030,4,2,2,556,177,2001,Wyndham City Council,-37.89463,144.66857,Western Metropolitan,16166
Gisborne,12 Oakley Ct,3,h,515000,SP,Raine,7/10/17,45.9,3437,3,2,1,900,116,1970,Macedon Ranges Shire Council,-37.49317,144.59245,Northern Victoria,3376
Mooroolbark,327 Hull Rd,3,h,720000,S,Fletchers,9/9/17,26.5,3138,3,1,1,862,97,1960,Yarra Ranges Shire Council,-37.78329,145.32271,Eastern Victoria,8280
Hawthorn,3 Randolph St,3,h,2065000,S,Jellis,12/6/16,4.6,3122,3,1,1,351,150,1910,Boroondara City Council,-37.8165,145.021,Southern Metropolitan,11308
Glen Waverley,2 Hampton Ct,4,h,1300000,S,Ray,28/10/2017,16.7,3150,4,2,0,712,163,1960,Monash City Council,-37.8939,145.14707,Eastern Metropolitan,15321
Melton South,3 Brand Ct,3,h,413000,S,HAR,4/11/17,29.8,3338,3,1,6,731,101,1970,Melton City Council,-37.7131,144.5755,Western Victoria,4718
Bentleigh,60A Fromer St,4,t,1280000,S,Buxton,12/8/17,11.4,3204,4,3,2,306,200,2014,Glen Eira City Council,-37.92893,145.04581,Southern Metropolitan,6795
Wollert,35 Kingscote Wy,3,h,570000,SP,RW,24/02/2018,25.5,3750,3,2,2,404,158,2012,Whittlesea City Council,-37.61031,145.03393,Northern Metropolitan,2940
Aberfeldie,126 The Boulevard,4,h,3900000,S,Nelson,10/12/16,9.1,3040,4,4,4,670,375,2010,Moonee Valley City Council,-37.7637,144.8931,Western Metropolitan,1543
Richmond,36/73 River St,2,u,592000,SA,Jellis,9/9/17,2.4,3121,2,2,1,14294,77,2006,Yarra City Council,-37.81894,145.01314,Northern Metropolitan,14949
Frankston,6 Meerlu Av,3,h,625000,S,Ray,28/10/2017,38,3199,3,1,1,538,108,1980,Frankston City Council,-38.14599,145.15602,South-Eastern Metropolitan,17055
Bentleigh East,39A Chesterville Dr,2,h,700000,VB,Buxton,10/2/18,13.8,3165,2,1,1,640,89,1948,Glen Eira City Council,-37.92345,145.0659,Southern Metropolitan,10969
Delahey,16 Duneed Wy,3,h,600000,S,Calder,11/11/17,18,3037,3,2,2,503,125,1995,Brimbank City Council,-37.7171,144.7668,Western Metropolitan,2898
Dingley Village,1A Shelford Gr,4,h,952000,S,Buxton,9/9/17,22.2,3172,4,2,3,681,168,1970,Kingston City Council,-37.98145,145.12834,South-Eastern Metropolitan,3940
